species_id,common_name,scientific_name,biogeographic_region,habitat,ecoregion,primary_dosha,secondary_dosha,tertiary_dosha,short_description,guna_primary,guna_secondary,behavioral_profile,primary_element,secondary_element,embodied_traits,shadow_traits,planetary_ruler,archetype_short,nakshatra_association,primary_physiology_system,size_category,trophic_level,social_structure,locomotion,defensive_offense_behaviors,ecological_role,culturally_attested,cultural_sources,cultural_notes,confidence_score,evidence_basis,short_justification,vetting_notes
capybara,Capybara,Hydrochoerus hydrochaeris,Neotropical (South America),Wetlands; flooded grasslands; riverbanks; marsh edges,Tropical and subtropical flooded grasslands and wetlands,Kapha,Vata,unspecified,Largest living rodent; social semi-aquatic grazer often tolerant of multi-species proximity.,Sattva,Kapha,Calm group-living grazer; spends time in water for thermoregulation and safety; strong social tolerance.,Water,Earth,social ease|calm tolerance|water-ground balance|communal safety|nourishing presence,complacency|dependence on water refuge|overattachment to group,Venus,Peaceful communal grazer,Purva Phalguni,Digestive system,Large,Herbivore,Groups/herds with fluid membership,Walking and swimming,Water escape; group vigilance; minimal aggression,Grazer influencing wetland vegetation; prey base for large predators; nutrient cycling,unspecified,IUCN Red List (Hydrochoerus hydrochaeris); regional South American folklore (requires sourcing),unspecified,0.8,INFERRED:BIOLOGY,Kapha is inferred from stable calm temperament and strong body; Vata secondary reflects semi-aquatic mobility and group movement along waterways. Water–Earth captures a moist grounded grazer with buoyant refuge.,"Modern 'internet meme' portrayals are not cultural evidence; if cultural nodes are added, prioritize ethnographic/indigenous sources."
bowhead_whale,Bowhead Whale,Balaena mysticetus,Arctic (circumpolar),Arctic seas associated with sea ice; seasonal migrations,Polar marine ecosystems,Kapha,Vata,unspecified,Arctic baleen whale notable for extreme longevity and thick blubber; filter-feeds and migrates seasonally with ice dynamics.,Sattva,Tamas,"Slow-moving, long-lived, low-aggression; navigates ice and seasonal productivity; strong acoustic ecology.",Water,Earth,deep longevity|ice endurance|quiet power|nutrient cycling|ancestral continuity,inertia|slow recovery to shocks|climate vulnerability,Saturn,Arctic time-bearer,Uttara Bhadrapada,Endocrine/metabolic and respiratory systems,Very Large,Filter-feeder (zooplanktivore),Loose aggregations; seasonal mixing,Slow swimming; long migrations,Size; ice navigation; avoidance,Large filter-feeder; contributes to nutrient cycling and carbon dynamics; cultural keystone in some Arctic communities,Yes,IUCN Red List (Balaena mysticetus, 2018); North Slope Borough Wildlife Management (age estimation); Arctic Indigenous whaling traditions (community-specific),"Bowhead is central to subsistence, ceremony, and governance in some Arctic communities; consultation is required for specific cultural claims.",0.85,SYNTHESIS,"Kapha derives from massive stable body, thick insulation, and long lifespan; Vata secondary reflects seasonal migration and acoustic navigation through dynamic ice. Water–Earth captures ocean embodiment with dense matter and resilience.",Cultural significance is not uniform across the Arctic; handle subsistence and rights topics with care and cite community-approved sources when possible.
hummingbird_hawk_moth,Hummingbird Hawk-Moth,Macroglossum stellatarum,Palearctic (Eurasia; migratory into adjacent regions),Gardens; meadows; open habitats with nectar sources,Temperate grasslands and anthropogenic mosaics,Vata,Pitta,unspecified,"Day-flying hawkmoth that hovers while feeding, convergently resembling hummingbirds; strong dispersal and rapid flight control.",Rajas,Sattva,Hover-feeding with high-energy wingbeats; quick darting movement; opportunistic nectar foraging across patchy landscapes.,Air,Fire,hovering precision|nimble adaptation|high-energy metabolism|convergent beauty|rapid orientation,restlessness|fragility to habitat loss|overstimulation,Mercury,Hovering messenger,Ashlesha,Neuromuscular system,Small,Herbivore (nectarivore),Solitary,Hovering flight; rapid darting,Flight evasion; camouflage at rest,Pollinator connecting flowering plants across landscapes,No,GBIF and Lepidoptera databases; regional natural history references,No primary cultural tradition identified in this pass.,0.75,INFERRED:BIOLOGY,"Vata is inferred from extreme mobility, hovering instability, and rapid sensory-motor control; Pitta secondary reflects high metabolic heat and precision. Air–Fire captures dynamic movement with energetic intensity.",Most sources are natural history compilations; add primary entomological studies if physiologic detail becomes important.
arctic_tern,Arctic Tern,Sterna paradisaea,Circumpolar (Arctic to Antarctic migration),Coastal and marine; nests on tundra/coastal tundra and islands,Polar coastal and marine ecosystems,Vata,Pitta,unspecified,"Long-distance migratory seabird traveling between Arctic breeding and Antarctic wintering areas, optimizing wind and daylight.",Rajas,Sattva,Highly mobile oceanic traveler; strong navigational capacity; colonial nesting with communal defense behavior.,Air,Water,global passage|navigation intelligence|light-seeking rhythm|mobility mastery|seasonal devotion,exhaustion|disorientation under disturbance|colony vulnerability,Rahu,Pole-to-pole pilgrim,Swati,Nervous and cardiorespiratory systems,Small,Carnivore (fish/invertebrate feeder),Colonial breeder,Endurance flight; agile plunge-feeding,Aerial dive-bombing of intruders; colony mobbing,Marine predator and indicator of ocean productivity; transfers nutrients between systems,unspecified,BirdLife International species factsheet; migration studies (geolocator literature),unspecified,0.86,INFERRED:BIOLOGY,Vata is inferred from extreme migration and windborne movement; Pitta secondary reflects focused foraging and sharp defensive dives. Air–Water captures life lived between sky and sea.,Migration distances vary by study and population; avoid a single maximum distance as universal.
monarch_butterfly_migratory,Monarch Butterfly (migratory),Danaus plexippus plexippus,Nearctic (migratory across North America; overwintering in Mexico/California),Open habitats with milkweed for breeding; forest overwintering colonies,Temperate grasslands and woodland edges; montane overwintering forests,Vata,Kapha,unspecified,Migratory butterfly with multi-generational navigation and congregatory overwintering behavior; conservation concern due to habitat loss.,Rajas,Sattva,Seasonal mass movements guided by environmental cues; individual fragility but collective persistence across generations.,Air,Fire,migration intelligence|collective memory|light-navigation|delicate persistence|symbolic transformation,fragility|dependency on habitat corridors|collapse cascades,Mercury,Generational messenger,Revati,Nervous/sensory system,Small,Herbivore (larvae) / nectarivore (adult),Solitary breeding; congregatory overwintering,Flight with long-distance migration,Chemical defense via cardenolides; aposematic coloration,Pollinator; indicator for habitat connectivity; prey base for migratory food webs,Yes,IUCN Red List (Danaus plexippus plexippus, 2022); IUCN press release (2022); regional Mexican/North American folklore (e.g., seasonal return symbolism),"In parts of Mexico, monarch arrival is associated with seasonal/ancestral-visit narratives; treat as regional and avoid overgeneralization.",0.84,SYNTHESIS,"Vata dominates through flight, migration, and high variability; Kapha secondary reflects the stabilizing overwintering congregation and generational continuity. Air–Fire expresses motion guided by solar/seasonal cues.",Cultural claims around Día de Muertos vary by locality and documentation; confirm with primary ethnographic sources before encoding as a fixed KG relation.
flying_fish,Flying Fish (family),Exocoetidae (e.g., Exocoetus volitans),Tropical and subtropical oceans (global),Surface ocean waters; pelagic near coasts and open sea,Pelagic marine ecosystems,Vata,Kapha,unspecified,Ray-finned fishes with enlarged pectoral fins that launch from water to glide through air to evade predators.,Rajas,Sattva,Rapid burst from water followed by controlled gliding; boundary-crossing escape strategy; schooling in some species.,Air,Water,liminal bridging|escape ingenuity|speed-to-glide transition|school coherence|edge navigation,exposure to aerial predators|panic flight|surface vulnerability,Mercury,Boundary crosser,Jyeshtha,Musculoskeletal system,Small,Omnivore/planktivore (varies by species),Schooling (varies),Swimming with burst launch and gliding,Aerial escape; schooling dilution,Prey base linking pelagic predators across water/air interface,unspecified,FishBase (Exocoetus volitans as representative); National Wildlife Federation species guide,unspecified,0.72,INFERRED:BIOLOGY,Vata is inferred from rapid movement and boundary-crossing glides; Kapha secondary reflects aquatic buoyancy and schooling stability where present. Air–Water directly encodes the animal's escape path across media.,"The brief lists the family; species-level traits vary—split into specific species (e.g., Exocoetus volitans) for higher-fidelity ecological attributes."
greater_roadrunner,Greater Roadrunner,Geococcyx californianus,Nearctic (Southwestern US + Mexico),Desert scrub; chaparral; open woodland,Deserts and xeric shrublands,Vata,Pitta,unspecified,Terrestrial cuckoo adapted for rapid running in arid landscapes; opportunistic predator with strong endurance and vigilance.,Rajas,Sattva,Fast ground pursuit; vigilant scanning; opportunistic diet; uses sun/heat behaviorally (basking) to regulate performance.,Air,Fire,desert speed|quick perception|adaptive hunting|heat management|trickster agility,nervous vigilance|overreaction|resource opportunism,Mars,Desert runner-trickster,Dhanishta,Neuromuscular system,Medium,Omnivore (insectivore/carnivore-leaning),Mostly solitary/pairs in breeding season,Fast terrestrial running; limited flight,Rapid escape; pecking/striking prey; territorial displays,Mesopredator controlling insects/small vertebrates; part of desert food web,Yes,BirdLife and Cornell Lab of Ornithology species accounts; Southwestern Indigenous and Mexican regional legends (general),Some Pueblo traditions use roadrunner tracks as protective symbols; community-specific sourcing is needed for KG assertions.,0.8,SYNTHESIS,"Vata dominates through speed, vigilance, and constant scanning; Pitta secondary reflects predatory sharpness and heat adaptation. Air–Fire captures motion in extreme sun and rapid pursuit.",Cultural statements need primary ethnographic confirmation before formalizing relationships; avoid flattening diverse Pueblo/Navajo/Mexican meanings.
jerboa,Jerboa (family),"Dipodidae (Jerboas; e.g., Allactaga spp., Jaculus spp.)",Palearctic + Afrotropical (North Africa and Asia deserts/steppes),Hot deserts and semi-arid steppe; burrows,Deserts and xeric shrublands; temperate grasslands/steppe,Vata,Pitta,unspecified,Small bipedal hopping desert rodents with erratic escape trajectories and nocturnal foraging to reduce heat and water loss.,Rajas,Tamas,Nocturnal skitter-hop movement; high startle response; burrow-centred thermoregulation and predator evasion.,Air,Earth,erratic agility|nocturnal survival|water conservation|escape unpredictability|burrow refuge,anxiety|hypervigilance|fragility,Mercury,Desert spring-messenger,Jyeshtha,Renal/osmoregulatory and nervous systems,Small,Omnivore/Granivore (varies by species),Mostly solitary,Bipedal hopping (saltation),Erratic leaps; burrow retreat; nocturnal avoidance,Seed consumer/disperser; prey base for owls and desert predators; soil disturbance,No,Britannica entry on jerboa; mammalogy references (species-specific),No primary cultural tradition identified in this pass.,0.7,INFERRED:BIOLOGY,"Vata is inferred from lightness, quickness, and erratic mobility; Pitta secondary reflects the intensity of escape bursts and desert heat adaptation. Air–Earth pairs aerial-like leaps with burrow-ground refuge.",This is a family-level aggregate; dosha and ecological traits vary across ~30+ species; split if higher taxonomic precision is required.
firefly,Firefly / Lightning Bug (family),Lampyridae,Global (temperate to tropical; many regional lineages),Moist habitats: grasslands; forests edges; wetlands; larval microhabitats vary,Temperate and tropical moist ecosystems,Vata,Pitta,unspecified,Bioluminescent beetles using species-specific flash patterns for mate communication; many species sensitive to light pollution and habitat change.,Sattva,Rajas,Signal-based courtship; brief luminous communication; nocturnal flight or perching depending on species.,Fire,Air,light-as-language|signal precision|nocturnal communication|ephemeral beauty|orientation intelligence,disorientation|signal disruption|fragility to light pollution,Venus,Night lantern-caller,Bharani,Nervous/sensory system,Small,Predator (larvae) / variable (adults),Solitary; aggregations during mating displays,Flight (many males); crawling (larvae),Chemical defenses in some species; deceptive signaling in some taxa,Predator of small invertebrates (larvae) and part of nocturnal food webs; indicator of habitat quality,Yes,Scientific Reports (2024) on firefly flash communication; regional folklore on fireflies (varies),"Fireflies have widespread cultural symbolism (hope, impermanence, summer) but specifics vary strongly by region.",0.74,SYNTHESIS,"Vata is inferred from flickering, quick and subtle signaling and flight in darkness; Pitta secondary derives from literal fire/light and sharp timing. Fire–Air expresses luminous ignition carried by mobile nocturnal behavior.",Lampyridae is diverse; some adults do not feed or do not flash; split by clade/species or region for higher fidelity.
albatross,Albatross (Wandering albatross as exemplar),Diomedea exulans (family Diomedeidae),Southern Ocean (subantarctic and temperate seas),Open ocean; nests on remote islands,Southern Ocean pelagic ecosystems,Vata,Kapha,unspecified,"Large seabird capable of dynamic soaring over vast oceans, with long-lived pair bonds and delayed reproduction.",Sattva,Rajas,Glides for long periods with minimal flapping; strong navigational capacity; returns faithfully to breeding colonies.,Air,Water,vast navigation|endurance gliding|faithful return|oceanic presence|patience,vulnerability to fishing bycatch|isolation|slow recovery,Moon,Ocean wanderer,Shravana,Cardiorespiratory system,Large,Carnivore/Scavenger (marine),Monogamous pairs; colonial breeding,Dynamic soaring flight; surface resting,Beak defense at nest; ocean avoidance tactics,Marine scavenger/predator; indicator for ocean health and fisheries impacts,Yes,BirdLife/IUCN seabird assessments (albatrosses); maritime folklore and literature (region-specific),Often framed as a symbol of long journeys and fate in seafaring cultures; cultural sources should be traced to specific communities or texts.,0.73,SYNTHESIS,Vata dominates through windborne soaring and long-distance roaming; Kapha secondary reflects longevity and faithful pair bonds. Air–Water expresses life sustained by wind over ocean.,This row uses a representative species; many albatross species differ in threat status and behavior; split if the KG requires species-level precision.
dragonfly,Dragonfly (suborder),Anisoptera (order Odonata),Global (freshwater-associated insects),Freshwater near ponds; lakes; streams (larvae aquatic; adults aerial),Freshwater wetlands and riparian zones,Vata,Pitta,unspecified,Aerial predators whose long aquatic larval stage links freshwater and terrestrial food webs; adults are agile fliers.,Rajas,Sattva,High aerial agility and predation; larvae are stealth aquatic predators; adults often patrol territories over water.,Air,Water,precision flight|two-world lifecycle|predatory focus|territorial patrol|metamorphic renewal,restlessness|overterritoriality|habitat sensitivity,Mercury,Two-world sentinel,Revati,Nervous/sensory system,Small,Carnivore (insect predator),Mostly solitary; territorial in many species,Flight (adult); aquatic crawling/swimming (larva),Aerial pursuit; larval strike mechanism; camouflage,Natural pest control; bioindicator; transfers energy/nutrients across water–land boundary,Yes,Britannica (dragonfly biology); Japanese cultural symbolism (tombo) (requires primary sourcing),"Dragonfly symbolism is strongly regional (e.g., Japan, some Southwest US groups); avoid encoding as a universal meaning.",0.68,SYNTHESIS,Vata dominates through agile flight and rapid orientation; Pitta secondary reflects predatory sharpness in air and water. Air–Water captures a lifecycle oscillating between freshwater depth and aerial mastery.,Suborder-level aggregation hides large diversity in life histories and habitats; cultural claims must be localized and ideally grounded in primary sources.
snowshoe_hare,Snowshoe Hare,Lepus americanus,Nearctic (North America),"Boreal forest, montane forests, shrub thickets",Boreal forests/taiga; montane conifer forests,Vata,Kapha,unspecified,Boreal hare with seasonal coat change and cyclic population dynamics; key prey species in northern food webs.,Rajas,Tamas,High vigilance and rapid flight responses; largely nocturnal/crepuscular; relies on camouflage and quick turns.,Air,Earth,rapid evasion|seasonal camouflage|vigilant sensitivity|prey humility|forest-edge adaptability,anxiety|boom-bust volatility|overreactivity,Rahu,Winter camouflage runner,Shatabhisha,Integumentary and nervous systems,Medium,Herbivore,Mostly solitary,Hopping and sprinting; agile turns,Camouflage; rapid escape; freezing behavior,Key prey species supporting predators; influences vegetation through browsing,unspecified,IUCN Red List (Lepus americanus); wildlife agencies (regional),unspecified,0.78,INFERRED:BIOLOGY,Vata dominates through startle mobility and quick sensory reactivity; Kapha secondary reflects seasonal stability patterns and habitat fidelity. Air–Earth captures rapid flight grounded in forest cover.,Population cycles and coat-change timing vary geographically; avoid a single 'universal' rhythm without region tags.
common_swift,Common Swift,Apus apus,Palearctic (breeds Europe/Asia; winters sub‑Saharan Africa),Aerial forager; nests on cliffs/buildings,Temperate aerial niche; urban and cliff nesting habitats,Vata,Pitta,unspecified,"Aerial bird that spends most of its life on the wing, including feeding and sleeping during flight.",Rajas,Sattva,Continuous flight lifestyle; high endurance; socially vocal with colony-based nesting.,Air,Fire,continuous motion|aerial mastery|endurance metabolism|sky-home identity|group calling,exhaustion risk|nest-site dependency|sensitivity to urban change,Rahu,Sky-dwelling ascetic,Swati,Cardiorespiratory system,Small,Carnivore (insectivore),Colonial breeder,Continuous flight; agile maneuvering,Evasion in air; colony defense via mobbing,Aerial insect predator; indicator of insect abundance and built-environment nesting availability,Yes,BirdLife International (Common swift article + factsheets); RSPB species guidance; IUCN Red List regional assessments,"Often admired in European seasonal calendars as a 'summer sky' bird; treat as regional, not universal.",0.82,SYNTHESIS,Vata is inferred from near-continuous flight and high mobility; Pitta secondary reflects endurance heat and sharp aerial pursuit of insects. Air–Fire encodes a life of motion powered by metabolic intensity.,Claims like 'sleeps entirely in flight' should be grounded in specific studies if encoded as a hard fact node.
locust_individual,Locust (individual phase; desert locust as exemplar),Schistocerca gregaria (as exemplar for 'locusts'),Afrotropical + Palearctic drylands (species-dependent),Arid and semi-arid grasslands; agricultural mosaics during outbreaks,Deserts and xeric shrublands; dry grasslands,Vata,Pitta,unspecified,Grasshopper capable of density-dependent phase shift; solitary individuals can transition toward gregarious behavior.,Rajas,Tamas,"In solitary phase: dispersed foraging; under crowding, neural/hormonal shifts increase activity and social attraction.",Air,Fire,phase plasticity|rapid movement|resource opportunism|sensory re-tuning|survival switching,instability|overconsumption|collective panic trigger,Mercury,Phase-shifting messenger,Jyeshtha,Nervous/endocrine system,Small,Herbivore,Solitary (pre-swarming),Jumping and flight (short to moderate),Escape jumping/flight; cryptic coloration,Herbivore; potential outbreak species affecting vegetation and agriculture,Yes,Scientific literature on phase polyphenism and serotonin; FAO/locust management resources (general),Locusts appear in many agrarian narratives as omens of scarcity; interpretations vary and should be localized.,0.77,SYNTHESIS,Vata is primary due to mobility and rapid behavioral switching; Pitta secondary reflects the 'combustive' expansion under crowding and high metabolic activity. Air–Fire expresses fast dispersal that can ignite into outbreak dynamics.,Locust phenomenon spans multiple species; treat S. gregaria as exemplar and split to region-specific locust taxa when possible.
locust_swarm_collective,Locust Swarm (collective form),Schistocerca gregaria (collective phenomenon across locusts),Variable; outbreak-dependent,Landscape-scale aerial and ground swarms,Agricultural and rangeland mosaics,Pitta,Vata,unspecified,"Emergent collective state where billions of individuals coordinate movement, creating landscape-scale biomass flux.",Rajas,Tamas,Collective motion with positive feedbacks; rapid migration; high consumption and ecological disturbance.,Fire,Air,emergent coordination|consumption surge|migratory wave|system-level amplification|collective inevitability,devastation|loss of agency|scarcity cascade,Rahu,Devouring storm cloud,Ardra,Population/collective dynamics (meta-physiology),Collective,Herbivore (collective impact),Swarm (collective intelligence),Mass flight and marching,Overwhelm by numbers; rapid relocation,Disturbance pulse; vegetation removal; nutrient redistribution; socio-ecological hazard,Yes,Scientific literature on phase polyphenism; FAO/locust control documentation; regional folklore and historical chronicles,Often framed as a 'plague' in historical records; avoid universalization and separate ecological phenomenon from theological interpretation.,0.7,SYNTHESIS,"Pitta becomes primary at the swarm scale due to heat-like amplification, destructive consumption, and irreversibility of momentum; Vata remains through motion and windborne travel. Fire–Air captures a moving combustion-metaphor that is biologically grounded in collective dynamics.",Collective-form nodes can overfit metaphor; keep a clear link to measurable swarm ecology and avoid moralizing language in the KG.
coelacanth,West Indian Ocean Coelacanth,Latimeria chalumnae,Western Indian Ocean,Deep marine caves; steep slopes (hundreds of meters depth),Deep marine ecosystems,Kapha,unspecified,unspecified,Rare deepwater lobe-finned fish often described as a 'living fossil'; slow life history and high conservation concern.,Tamas,Sattva,Low-energy deepwater existence; limited known populations; strong association with stable deep habitats.,Water,Ether,deep-time continuity|slow metabolism|rare presence|habitat fidelity|mystery resilience,fragility|data deficiency|misleading 'unchanged' narrative,Saturn,Deep-time relic,Uttara Bhadrapada,Musculoskeletal and metabolic systems,Medium,Carnivore (fish/invertebrate feeder),Small groups/solitary (limited observations),Slow fin propulsion in deepwater,Depth refuge; low activity,Mesopredator in deep slope ecosystems; evolutionary reference taxon,unspecified,IUCN Red List (Latimeria chalumnae); CITES documentation on Latimeria listing,Primarily a scientific-discovery icon; local fishers historically recognized the fish under local names in some regions.,0.76,SYNTHESIS,"Kapha is inferred from slow, stable deepwater metabolism and long-lived physiology; Tamas–Sattva captures inertia with enduring continuity. Water–Ether reflects submerged depth and liminal 'between eras' framing.",Avoid the oversimplified 'unchanged for 400 million years' trope; represent as a lineage with ancient roots but ongoing evolution.
axolotl,Axolotl,Ambystoma mexicanum,Neotropical (Mexico; Xochimilco region),Freshwater canals and lakes (historically),High-altitude freshwater wetlands,Kapha,Vata,unspecified,Neotenic salamander famous for regenerative capacity; critically endangered in the wild due to habitat loss and invasive species.,Sattva,Tamas,"Aquatic, relatively slow-moving; retains juvenile traits; resilient tissue regeneration but ecologically fragile habitat dependence.",Water,Earth,regenerative renewal|neotenic innocence|aquatic calm|hidden resilience|scientific model sacredness,fragility|habitat entrapment|overobjectification,Moon,Regenerative water child,Rohini,Regenerative/immune system,Small,Carnivore (invertebrate feeder),Solitary,Swimming and walking along substrate,Camouflage; suction feeding,Predator of aquatic invertebrates; indicator of freshwater health,Yes,IUCN Red List (Ambystoma mexicanum, 2020); Mexica/Aztec traditions (Xolotl associations) (requires primary sources),Often linked (in later retellings) to Xolotl and transformation themes; confirm with primary Nahua sources before encoding as fixed.,0.74,SYNTHESIS,Kapha reflects aquatic steadiness and soft-bodied nourishment; Vata secondary reflects metamorphic potential and liminality between life stages. Water–Earth encodes canal/lake embodiment and substrate attachment.,Cultural associations are frequently popularized; use the Digital Florentine Codex and Nahua scholarship for verification and respectful framing.
seahorse,Seahorse (genus),Hippocampus spp.,Global (mainly coastal tropical/temperate waters),"Seagrass beds, mangroves, reefs, estuaries",Coastal marine ecosystems,Kapha,Vata,unspecified,Coastal fish with upright posture and prehensile tail; notable for male pregnancy and often monogamous pair bonds (species-dependent).,Sattva,Kapha,Ambush micropredator with gentle slow swimming; strong pair bonding in some species; reproductive role reversal (male brooding).,Water,Earth,role reversal|gentle bonding|anchored presence|patient feeding|protective gestation,fragility|habitat dependency|trade exploitation,Venus,Reversed nurturer,Purva Phalguni,Reproductive system,Small,Carnivore (planktivore/invertebrates),Pairs/loose groups (species-dependent),Slow fin propulsion; tail anchoring,Camouflage; tail grasping; bony plates,Micro-predator in seagrass/reef systems; indicator of habitat health,Yes,IUCN Red List (multiple Hippocampus spp.); coastal folklore (seahorse symbolism varies),"Often symbolized as devotion and gentle protection; ensure cultural links are region-specific (e.g., Mediterranean vs Indo-Pacific).",0.72,SYNTHESIS,Kapha is primary from slow anchored stability and nurturing reproduction; Vata secondary reflects subtle movement and high sensitivity to habitat change. Water–Earth captures rootedness in seagrass with aquatic flow.,Genus-level aggregation masks important differences among species and conservation status; replace with local Hippocampus species where the KG has region tags.
octopus,Octopus (generic),Octopus spp. (order Octopoda),Global (marine),Coastal and benthic marine habitats; dens,Coastal marine ecosystems,Vata,Pitta,unspecified,Intelligent cephalopods with decentralized nervous systems and rapid skin patterning for camouflage; solitary hunters.,Rajas,Sattva,Exploratory problem-solving; rapid context-switching; solitary ambush and active hunting; high plasticity and learning.,Water,Air,distributed intelligence|adaptive camouflage|curiosity|escape artistry|shape-shifting,escape compulsion|overadaptation|short lifespan urgency,Mercury,Shapeshifting strategist,Ashlesha,Nervous system,Medium,Carnivore,Solitary,Jet propulsion; crawling with arms,Camouflage; ink release; den use; biting,Benthic predator regulating crustaceans/mollusks; prey for larger predators,Yes,Cephalopod neurobiology and camouflage literature; maritime folklore (varies),"Octopus symbolism varies widely (monster, intelligence, trickster); treat as non-universal and culturally local.",0.75,SYNTHESIS,"Vata is inferred from rapid neural distribution, flexible movement, and constant reconfiguration; Pitta secondary reflects predatory sharpness and high tactical focus. Water–Air expresses ocean embodiment with wind-like morphing and escape.","Some claims (e.g., neuron counts, coloration speed) vary by species and study; attach quantitative traits only at species level."
chambered_nautilus,Chambered Nautilus,Nautilus pompilius,Indo-Pacific (tropical Asia-Pacific),Deep fore-reef slopes; nightly vertical movement,Coral reef slope ecosystems (deep),Kapha,Vata,unspecified,Shelled cephalopod with buoyancy-regulating chambers; slow growth and late maturity make it vulnerable to harvest.,Tamas,Sattva,Slow deliberate movement with nightly vertical migrations; scavenger/opportunistic predator; strong depth constraints.,Water,Earth,spiral continuity|buoyancy balance|deep patience|nocturnal ascent|shell protection,harvest vulnerability|slow reproduction|range fragmentation,Saturn,Spiral depth keeper,Uttara Bhadrapada,Buoyancy/osmoregulatory system,Medium,Scavenger/Predator,Mostly solitary,Jet propulsion; drifting,Shell retreat; depth refuge,Scavenger/opportunistic predator on reef slopes; evolutionary reference taxon,Yes,NOAA Fisheries chambered nautilus profile; CITES Appendix II documentation; regional shell-trade contexts,Nautilus shells are widely used in craft/trade; this is economic culture rather than indigenous oral tradition unless specifically documented.,0.73,SYNTHESIS,"Kapha reflects slow, armored, stable existence; Vata secondary reflects vertical migrations and buoyancy-driven movement. Water–Earth encodes ocean depth with a mineralized spiral home.",Taxonomy in Nautilus/Allonautilus is under active revision; do not conflate trade dynamics across species or regions.
electric_eel,Electric Eel,Electrophorus electricus (complex includes E. voltai and E. varii),Neotropical (Amazon/Orinoco basins; species-dependent),Freshwater rivers; floodplains; lakes,Tropical freshwater ecosystems,Pitta,Vata,unspecified,Knifefish with specialized electric organs used for electrolocation and high-voltage predation/defense.,Rajas,Sattva,Stealthy orientation via electric sensing with sudden discharge for capture or defense; often nocturnal/low-light active.,Fire,Water,bioelectric power|sensory navigation|sudden discharge|predatory precision|hidden potency,overvoltage aggression|shock harm|mythic exaggeration,Mars,Living battery guardian,Chitra,Nervous/electrogenic system,Large,Carnivore,Mostly solitary,Undulatory swimming,High-voltage discharges; ambush capture,Predator shaping fish communities; bioelectric niche engineer,Yes,FishBase (Electrophorus electricus); Nature Communications (2019) on electric eel species diversity; Amazonian folklore (requires sourcing),Electric eels appear in many Amazonian narratives and modern media; distinguish local oral traditions from popular science storytelling.,0.78,SYNTHESIS,Pitta is inferred from sharp energetic discharge and predatory transformation of electrical potential into action; Vata secondary reflects sensory scanning and rapid bursts. Fire–Water captures 'lightning' functioning within freshwater flow.,Voltage values differ by species (E. voltai reported higher than classic E. electricus); avoid a single maximum unless species is specified.
mudskipper,Mudskipper,Periophthalmus spp. (Oxudercinae),Indo-Pacific and parts of Africa (species-dependent),"Intertidal mudflats, mangroves, estuaries",Mangroves and tidal mudflat ecosystems,Vata,Kapha,unspecified,Amphibious goby able to breathe air and move on land; lives at the shifting boundary of water and mud.,Rajas,Sattva,Boundary-dweller with alternating aquatic and terrestrial locomotion; burrow constructor; highly responsive to tides.,Earth,Water,liminal adaptation|two-medium locomotion|burrow construction|tide timing|evolutionary bridge motif,desiccation risk|boundary stress|habitat loss sensitivity,Rahu,Mud-border pioneer,Swati,Respiratory system (bimodal),Small,Omnivore (species-dependent),Territorial individuals; burrow-centered,Fin-assisted 'walking' and swimming,Burrow refuge; territorial displays,Links marine and terrestrial energy flows; prey/predator in mangrove food webs,No,Britannica (mudskipper overview); ichthyology literature on amphibious respiration,No primary cultural tradition identified in this pass.,0.74,SYNTHESIS,Vata reflects liminal movement and rapid switching between environments; Kapha secondary reflects burrow anchoring and muddy stability. Earth–Water encodes the literal substrate and tidal hydrology shaping its physiology.,Species-level traits vary by genus; ensure the KG either stays at the clade level intentionally or selects a focal species.
narwhal,Narwhal,Monodon monoceros,Arctic (North Atlantic Arctic),Ice-associated marine waters; fjords and pack ice,Polar marine ecosystems,Kapha,Vata,unspecified,Arctic toothed whale with elongated tusk (usually males); ice-associated movements and strong cultural importance in Inuit regions.,Sattva,Tamas,Deep diver with seasonal movements and strong site fidelity to certain fjord systems; cautious under ice.,Water,Ether,ice navigation|deep dive endurance|sensory adaptation|mystic singularity|seasonal fidelity,climate vulnerability|trade pressures|data uncertainty,Moon,Ice unicorn sentinel,Shravana,Respiratory and sensory systems,Large,Carnivore (fish/squid feeder),Pods; seasonal aggregations,Swimming and deep diving,Ice-edge avoidance; tusk interactions; group cohesion,Mid-to-top predator in Arctic marine food webs; cultural keystone in some communities,Yes,IUCN Red List (Monodon monoceros); CITES/FAO materials; Inuit community knowledge (needs specific sourcing),Narwhal ivory has long trade history; Inuit narratives and governance contexts must be handled with care and specificity.,0.78,SYNTHESIS,"Kapha is inferred from robust cold-water endurance and stable seasonal patterns; Vata secondary reflects migration and under-ice navigation variability. Water–Ether emphasizes depth, ice, and liminal 'otherworld' presence.",Tusk function is multifactorial and debated; avoid overclaiming sensory or weapon roles without specific citations or region context.
