amidha_id,name,link,preview,pacify,aggravate,tridosha,rasa,guna,virya,vipaka,prabhav,attestation_status
A0099,Ananta Mool,/p/ananta-mool.html,"Blood purifier, detoxifier and cooling herb.",Pitta|Vata,Kapha,False,Tikta|Madhura,Laghu,Sheeta,Madhura,Raktaprasadana|rasayana,OBSERVED:AMIDHA_CC_BY_4_0
A0100,Talisa,/p/talisa.html,Bronchodilator and decongestant for respiratory health.,Kapha|Vata,Pitta,False,Tikta,Laghu|Tikshna,Ushna,Katu,Shwasahara|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0101,Nirgundi,/p/nirgundi.html,"Reduces pain, swelling, and Vata-related disorders.",Vata|Kapha,Pitta,False,Tikta|Katu,Laghu|Ruksha,Ushna,Katu,Shothahara|Vedanasthapana,OBSERVED:AMIDHA_CC_BY_4_0
A0102,Shuddha Guggulu,/p/shuddha-guggulu.html,Potent anti-inflammatory used in arthritis and obesity.,Kapha|Vata,Pitta,False,Tikta|Katu,Laghu|Tikshna,Ushna,Katu,Medohara|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0103,Gokarna,/p/gokarna.html,"Clitoria ternatea, known for enhancing memory and calmness.",Vata|Pitta,Kapha,False,Tikta,Laghu,Sheeta,Madhura,Medhya|Nootropic,OBSERVED:AMIDHA_CC_BY_4_0
A0104,Tagetes,/p/tagetes.html,"Marigold used in skin, fever, and pitta disorders.",Pitta,Vata,False,Tikta|Kashaya,Laghu,Sheeta,Katu,Raktashodhana|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0105,Kachura,/p/kachura.html,Aromatic rhizome for respiratory and digestive issues.,Kapha|Vata,Pitta,False,Tikta|Katu,Laghu,Ushna,Katu,Shwasahara|Vatahara,OBSERVED:AMIDHA_CC_BY_4_0
A0106,Shati,/p/shati.html,Enhances respiratory strength and prevents infections.,Kapha|Vata,Pitta,False,Katu|Tikta,Laghu,Ushna,Katu,Shwasahara|Amapachana,OBSERVED:AMIDHA_CC_BY_4_0
A0107,Bhanga,/p/bhanga.html,"Cannabis leaf used in pain, digestion, and sleep disorders.",Vata,Pitta|Kapha,False,Tikta,Laghu,Ushna,Katu,Vedanasthapana|Madakari,OBSERVED:AMIDHA_CC_BY_4_0
A0108,Mochras,/p/mochras.html,Cooling resin used in bleeding and Pitta disorders.,Pitta,Kapha,False,Kashaya,Guru,Sheeta,Katu,Stambhana|Raktaprasadana,OBSERVED:AMIDHA_CC_BY_4_0
A0109,Jivanti,/p/jivanti.html,Nourishing herb for lactation and immunity.,Vata|Pitta,Kapha,False,Madhura,Snigdha,Sheeta,Madhura,rasayana|Stanyajanana,OBSERVED:AMIDHA_CC_BY_4_0
A0110,Swarnamakshika,/p/swarnamakshika.html,"Mineral used in anemia, skin and liver disorders.",Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu,Ushna,Katu,Pittahara|Raktavardhaka,OBSERVED:AMIDHA_CC_BY_4_0
A0111,Tamra Bhasma,/p/tamra-bhasma.html,"Copper ash for liver, spleen and obesity management.",Kapha,Pitta|Vata,False,Katu,Tikshna,Ushna,Katu,Yakritottejaka|Medohara,OBSERVED:AMIDHA_CC_BY_4_0
A0112,Makoy,/p/makoy.html,Solanum nigrum for liver and spleen disorders.,Pitta,Vata|Kapha,False,Tikta,Laghu,Sheeta,Katu,Yakritottejaka|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0113,Kampillaka,/p/kampillaka.html,Used for skin problems and worm infestations.,Kapha|Pitta,Vata,False,Tikta|Kashaya,Laghu,Ushna,Katu,Krimighna|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0114,Bilwa Patra,/p/bilwa-patra.html,Bael leaves for digestion and Vata disorders.,Vata|Kapha,Pitta,False,Kashaya|Tikta,Laghu,Ushna,Katu,Agnideepana|Shoolahara,OBSERVED:AMIDHA_CC_BY_4_0
A0115,Amlavetasa,/p/amlavetasa.html,"Used in dyspepsia, obesity and to stimulate digestion.",Kapha,Pitta,False,Amla|Katu,Laghu|Ruksha,Ushna,Katu,Agnideepana|Lekhana,OBSERVED:AMIDHA_CC_BY_4_0
A0116,Ardraka,/p/ardraka.html,"Fresh ginger root used for digestion, nausea and cold.",Vata|Kapha,Pitta,False,Katu,Laghu|Snigdha,Ushna,Madhura,Amapachana|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0117,Lasuna,/p/lasuna.html,"Garlic used for cardiac care, digestion, and immunity.",Vata|Kapha,Pitta,False,Katu,Laghu|Tikshna,Ushna,Katu,Hridya|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0118,Parijata,/p/parijata.html,"Night jasmine, good for cough, fever and arthritis.",Vata|Pitta,Kapha,False,Tikta,Laghu,Ushna,Katu,Jwarahara|Vatahara,OBSERVED:AMIDHA_CC_BY_4_0
A0119,Rajika,/p/rajika.html,Mustard seeds help in digestion and pain relief.,Kapha,Pitta|Vata,False,Katu,Laghu|Tikshna,Ushna,Katu,Shothahara|Shoolahara,OBSERVED:AMIDHA_CC_BY_4_0
A0120,Rakta Chandana,/p/rakta-chandana.html,"Red sandalwood for skin, bleeding disorders and cooling.",Pitta,Kapha,False,Tikta|Kashaya,Guru|Snigdha,Sheeta,Katu,Raktaprasadana|Dahashamana,OBSERVED:AMIDHA_CC_BY_4_0
A0121,Rasona Patra,/p/rasona-patra.html,Garlic leaves used in cough and indigestion.,Kapha|Vata,Pitta,False,Katu,Tikshna|Laghu,Ushna,Katu,Amapachana|Kaphahara,OBSERVED:AMIDHA_CC_BY_4_0
A0122,Simhamoola,/p/simhamoola.html,Used in Vata disorders and swelling.,Vata,Pitta,False,Tikta|Katu,Laghu|Ruksha,Ushna,Katu,Vatanashaka|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0123,Surana,/p/surana.html,"Elephant foot yam used for piles, swelling and digestion.",Vata|Kapha,Pitta,False,Katu|Tikta,Guru|Snigdha,Ushna,Katu,Arshoghna|Agnideepana,OBSERVED:AMIDHA_CC_BY_4_0
A0124,Vasa,/p/vasa.html,"Adhatoda vasica for cough, bleeding and Pitta conditions.",Pitta,Vata,False,Tikta|Kashaya,Laghu,Sheeta,Katu,Kaphahara|Raktaprasadana,OBSERVED:AMIDHA_CC_BY_4_0
A0125,Zingiber,/p/zingiber.html,Dry ginger promotes digestion and balances Vata-Kapha.,Vata|Kapha,Pitta,False,Katu,Laghu|Tikshna,Ushna,Madhura,Amapachana|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0126,Lajjalu,/p/lajjalu.html,Touch-me-not plant for bleeding piles and wounds.,Pitta,Vata|Kapha,False,Tikta,Laghu,Sheeta,Katu,Stambhana|Vranaropana,OBSERVED:AMIDHA_CC_BY_4_0
A0127,Manjistha,/p/manjistha.html,Powerful blood purifier for skin and liver.,Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu,Sheeta,Madhura,Raktashodhana|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0128,Agnikarna,/p/agnikarna.html,Traditionally used in Ayurvedic minor surgical procedures and pain relief.,Vata,Pitta,False,Tikta,Laghu|Tikshna,Ushna,Katu,Vedanasthapana|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0129,Atibala,/p/atibala.html,"Used in urinary and nervous disorders, strengthens the body.",Vata,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Balya|Vatahara,OBSERVED:AMIDHA_CC_BY_4_0
A0130,Gandhaka,/p/gandhaka.html,Purified sulfur for skin diseases and microbial conditions.,Vata|Kapha,Pitta,False,Katu,Tikshna,Ushna,Katu,Kushtaghna|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0131,Karvellaka,/p/karvellaka.html,Bitter gourd used in diabetes and liver disorders.,Kapha|Pitta,Vata,False,Tikta|Katu,Laghu|Ruksha,Ushna,Katu,Madhunashini|Yakritottejaka,OBSERVED:AMIDHA_CC_BY_4_0
A0132,Katuki,/p/katuki.html,"Used in liver cleansing, detox, and skin conditions.",Pitta|Kapha,Vata,False,Tikta,Laghu,Sheeta,Katu,Pittaghna|Yakritottejaka,OBSERVED:AMIDHA_CC_BY_4_0
A0133,Madhuka,/p/madhuka.html,"Licorice used for cough, acidity, and skin glow.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Kantya|Vishaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0134,Haritaki,/p/haritaki.html,"A key component of Triphala, Haritaki is a powerful rejuvenator and detoxifier, especially for Vata dosha. It supports digestion and colon health.",tridosha,,True,Kashaya|Madhura|Amla|Katu|Tikta,Laghu|Ruksha,Ushna,Madhura,rasayan|Virechana|Chakshushya|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0135,Bibhitaki,/p/bibhitaki.html,"The second fruit of Triphala, Bibhitaki is excellent for balancing Kapha dosha. It supports the respiratory system and purifies the blood.",Kapha|Pitta,Vata,False,Kashaya,Laghu|Ruksha,Ushna,Madhura,Kasahara|Krimighna|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0136,Pippali,/p/pippali.html,Long pepper is a powerful stimulant for the digestive and respiratory systems. It is a key ingredient in the Trikatu formula.,Vata|Kapha,Pitta,False,Katu,Laghu|Snigdha|Tikshna,Ushna,Madhura,rasayan|Deepana|Kasahara|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0137,Maricha,/p/maricha.html,"Black pepper enhances digestion, stimulates metabolism, and helps clear congestion. It is a part of the Trikatu formula.",Vata|Kapha,Pitta,False,Katu,Laghu|Tikshna,Ushna,Katu,Deepana|Krimighna|Shwasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0138,Shunthi,/p/shunthi.html,"Dry ginger is known as the 'universal medicine'. It aids digestion, reduces inflammation, and pacifies Vata and Kapha.",Vata|Kapha,Pitta,False,Katu,Laghu|Snigdha,Ushna,Madhura,Deepana|Pachana|rasayan|Hridaya,OBSERVED:AMIDHA_CC_BY_4_0
A0139,Brahmi,/p/brahmi.html,"Brahmi (Bacopa monnieri) is a premier herb for the brain and nervous system, enhancing memory, concentration, and calming the mind.",Vata|Pitta,Kapha,False,Tikta|Kashaya,Laghu,Sheeta,Madhura,Medhya|rasayan|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0140,Musta,/p/musta.html,"Nut grass is one of the best herbs for digestive issues, particularly for absorbing fluids and regulating menstruation.",Pitta|Kapha,Vata,False,Tikta|Katu|Kashaya,Laghu|Ruksha,Sheeta,Katu,Deepana|Pachana|Grahi|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0141,Vidanga,/p/vidanga.html,False black pepper is the primary Ayurvedic herb for eliminating intestinal worms and parasites.,Vata|Kapha,Pitta,False,Katu|Kashaya,Laghu|Ruksha|Tikshna,Ushna,Katu,Krimighna|Lekhana|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0142,Arjuna,/p/arjuna.html,"Arjuna is the foremost cardiotonic in Ayurveda, strengthening the heart muscle and supporting overall cardiovascular health.",Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Sheeta,Katu,Hridaya|Raktashodhak|Sandhanakaraka,OBSERVED:AMIDHA_CC_BY_4_0
A0143,Punarnava,/p/punarnava.html,"Known for its diuretic and rejuvenating properties, Punarnava supports kidney and liver function and reduces swelling.",Pitta|Kapha,Vata,False,Madhura|Tikta|Kashaya,Laghu|Ruksha,Ushna,Madhura,Mutrala|Shothahara|rasayan,OBSERVED:AMIDHA_CC_BY_4_0
A0144,Vacha,/p/vacha.html,"Sweet flag is a powerful herb for the mind, improving speech, intelligence, and clearing toxins from the nervous system.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Medhya|Sanjnasthapana|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0145,Hingu,/p/hingu.html,"Asafoetida is a potent digestive stimulant that alleviates gas, bloating, and abdominal pain. Excellent for Vata dosha.",Vata|Kapha,Pitta,False,Katu,Laghu|Snigdha|Tikshna,Ushna,Katu,Deepana|Pachana|Shoolaghna|Vatanulomana,OBSERVED:AMIDHA_CC_BY_4_0
A0146,Jeeraka,/p/jeeraka.html,"Cumin seeds are a superb digestive aid, improving absorption and relieving gas and cramps.",Vata|Kapha,Pitta,False,Katu,Laghu|Ruksha,Ushna,Katu,Deepana|Pachana|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0147,Dhanyaka,/p/dhanyaka.html,"Coriander is a cooling digestive herb that soothes an irritated gut, relieves thirst, and pacifies Pitta dosha.",tridosha,,True,Kashaya|Tikta,Laghu|Snigdha,Ushna,Madhura,Deepana|Pachana|Mutrala|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0148,Methi,/p/methi.html,"Fenugreek seeds are used to balance blood sugar, improve digestion, and support lactation.",Vata|Kapha,Pitta,False,Tikta|Katu,Laghu|Snigdha,Ushna,Katu,Deepana|Vatanulomana|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0149,Shallaki,/p/shallaki.html,Boswellia serrata is a powerful anti-inflammatory herb used to support joint health and relieve arthritic pain.,Pitta|Kapha,Vata,False,Kashaya|Tikta,Laghu|Ruksha,Sheeta,Katu,Shothahara|Grahi|Vedanasthapana,OBSERVED:AMIDHA_CC_BY_4_0
A0150,Jyotishmati,/p/jyotishmati.html,"Known as the 'intellect tree', its oil is used to sharpen memory and improve cognitive function.",Vata|Kapha,Pitta,False,Katu|Tikta,Tikshna|Sara,Ushna,Katu,Medhya|Virechana|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0151,Japa,/p/japa.html,"Hibiscus flower is used to purify blood, support hair health, and cool the body, making it excellent for Pitta.",Pitta|Kapha,Vata,False,Kashaya|Madhura,Laghu|Ruksha,Sheeta,Katu,Keshya|Raktashodhak|Hridaya,OBSERVED:AMIDHA_CC_BY_4_0
A0152,Kamala,/p/kamala.html,The sacred Lotus has cooling properties and is used in bleeding disorders and to calm the mind and heart.,Pitta|Kapha,Vata,False,Madhura|Kashaya,Laghu|Snigdha,Sheeta,Madhura,Hridaya|Varnya|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0153,Ketaki,/p/ketaki.html,Kewra flower is used in Ayurveda for its aromatic properties and to support brain and nerve health.,Pitta|Kapha,Vata,False,Tikta|Madhura,Laghu,Ushna,Katu,Medhya|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0154,Atasi,/p/atasi.html,"Flax seeds are a rich source of healthy fats, used to balance Vata, lubricate the intestines, and support skin health.",Vata,Pitta|Kapha,False,Madhura,Guru|Snigdha,Ushna,Katu,Balya|Vatahara|Varnya,OBSERVED:AMIDHA_CC_BY_4_0
A0155,Tila,/p/tila.html,"Sesame seeds and their oil are profoundly nourishing, especially for Vata dosha, supporting bone, skin, and hair health.",Vata,Pitta|Kapha,False,Madhura|Kashaya,Guru|Snigdha,Ushna,Madhura,Balya|Keshya|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0156,Brihati,/p/brihati.html,"A member of the Dashamoola, Brihati is used to support respiratory health and is effective in treating cough and cold.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Ruksha,Ushna,Katu,Kasahara|Shothahara|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0157,Gokshura,/p/gokshura.html,"Tribulus terrestris is a renowned tonic for the urinary system, supporting kidney and bladder health, and acts as an aphrodisiac.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Mutrala|Vrishya|rasayan|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0158,Hamsapadi,/p/hamsapadi.html,A lesser-known but potent herb used for blood purification and as a tonic for the nervous system.,Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu|Ruksha,Sheeta,Katu,Raktashodhak|Medhya,OBSERVED:AMIDHA_CC_BY_4_0
A0159,Lavanga,/p/lavanga.html,"Clove is a powerful aromatic herb that acts as a pain reliever, especially for toothaches, and stimulates digestion.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Sheeta,Katu,Deepana|Shoolaghna|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0160,Nagakesara,/p/nagakesara.html,Used primarily in bleeding disorders due to its astringent and hemostatic properties. It is also good for the skin.,Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Ushna,Katu,Raktastambhana|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0161,Sarpagandha,/p/sarpagandha.html,"Indian snakeroot is a powerful herb for managing high blood pressure and calming anxiety, but should be used with caution.",Vata|Kapha,Pitta,False,Tikta,Ruksha,Ushna,Katu,Nidrajanana|Raktachapashamaka,OBSERVED:AMIDHA_CC_BY_4_0
A0162,Tejapatra,/p/tejapatra.html,"Indian bay leaf is an aromatic stimulant for digestion and metabolism, helping to balance Kapha dosha.",Vata|Kapha,Pitta,False,Katu|Madhura,Laghu|Tikshna,Ushna,Katu,Deepana|Mutrala,OBSERVED:AMIDHA_CC_BY_4_0
A0163,Varuna,/p/varuna.html,"Varuna is a specific herb for urinary health, known for its ability to break down kidney stones and support prostate health.",Vata|Kapha,Pitta,False,Tikta|Kashaya,Laghu|Ruksha,Ushna,Katu,Mutrala|Ashmaribhedana|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0164,Aragwadha,/p/aragwadha.html,"Known as Cassia fistula, Aragwadha is a potent but gentle laxative, excellent for clearing Pitta and ama from the digestive tract.",Pitta|Kapha,Vata,False,Madhura|Tikta,Guru|Snigdha,Sheeta,Madhura,Virechana|Kushtaghna|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0165,Apamarga,/p/apamarga.html,"Prickly Chaff Flower is used for its cleansing properties, especially in panchakarma. It aids in digestion and detoxification.",Kapha|Vata,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Lekhana|Krimighna|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0166,Punarnava,/p/punarnava.html,A famous diuretic and rejuvenative herb for the kidneys and liver. It helps in reducing swelling and edema.,Pitta|Kapha,Vata,False,Madhura|Tikta|Kashaya,Laghu|Ruksha,Ushna,Madhura,Mutrala|Shothahara|rasayan,OBSERVED:AMIDHA_CC_BY_4_0
A0167,Kalmegh,/p/kalmegh.html,"The 'King of Bitters' (Andrographis paniculata) is a powerful immune stimulant and liver protector, widely used for fevers and colds.",Pitta|Kapha,Vata,False,Tikta,Laghu|Ruksha,Sheeta,Katu,Jwaraghna|Raktashodhak|Yakrituttejaka,OBSERVED:AMIDHA_CC_BY_4_0
A0168,Vidari,/p/vidari.html,"Pueraria tuberosa is a nourishing rejuvenative tonic that promotes strength, vitality, and supports lactation.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Balya|Vrishya|rasayan|Stanyajanana,OBSERVED:AMIDHA_CC_BY_4_0
A0169,Trivrit,/p/trivrit.html,Operculina turpethum is a strong purgative herb used in Ayurveda for detoxification and relieving constipation.,Pitta|Kapha,Vata,False,Katu|Tikta,Laghu|Ruksha|Tikshna,Ushna,Katu,Virechana|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0170,Durva,/p/durva.html,"Bermuda grass is a revered cooling herb that purifies the blood and stops bleeding, excellent for Pitta conditions.",Pitta|Kapha,Vata,False,Madhura|Kashaya,Laghu,Sheeta,Madhura,Raktastambhana|Varnya|Dahashamana,OBSERVED:AMIDHA_CC_BY_4_0
A0171,Jatiphala,/p/jatiphala.html,"Nutmeg is an aromatic stimulant used for improving digestion, inducing sleep, and relieving pain.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Deepana|Grahi|Nidrajanana,OBSERVED:AMIDHA_CC_BY_4_0
A0172,Kulattha,/p/kulattha.html,"Horse gram is used for treating kidney stones, cough, and asthma. It has a heating and Kapha-reducing effect.",Vata|Kapha,Pitta,False,Kashaya,Laghu|Ruksha,Ushna,Amla,Ashmaribhedana|Lekhana|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0173,Amra,/p/amra.html,"Mango (ripe) is nourishing and strength-promoting, while the unripe fruit and seed are astringent and used for diarrhea.",Vata|Pitta,Kapha,False,Madhura|Kashaya,Guru|Snigdha,Sheeta,Madhura,Balya|Vrishya|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0174,Jambu,/p/jambu.html,Jamun or Black Plum is used in managing diabetes and diarrhea due to its astringent and blood sugar-regulating properties.,Pitta|Kapha,Vata,False,Kashaya|Madhura,Laghu|Ruksha,Sheeta,Katu,Grahi|Pramehaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0175,Snuhi,/p/snuhi.html,Euphorbia neriifolia is a very potent purgative herb used under expert guidance for severe constipation and skin diseases.,Kapha|Vata,Pitta,False,Katu,Laghu|Tikshna,Ushna,Katu,Virechana|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0176,Kasani,/p/kasani.html,"Chicory is a well-known liver tonic that supports detoxification, digestion, and urinary health.",Pitta|Kapha,Vata,False,Tikta,Laghu|Ruksha,Ushna,Katu,Yakrituttejaka|Mutrala,OBSERVED:AMIDHA_CC_BY_4_0
A0177,Sharapunkha,/p/sharapunkha.html,Tephrosia purpurea is a renowned herb for liver and spleen disorders and also acts as a blood purifier.,Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu|Ruksha,Ushna,Katu,Yakrituttejaka|Raktashodhak,OBSERVED:AMIDHA_CC_BY_4_0
A0178,Prishniparni,/p/prishniparni.html,"A member of the Dashamoola group, Uraria picta is a tonic that balances all three doshas and supports fracture healing.",tridosha,,True,Madhura|Tikta,Guru,Ushna,Madhura,Balya|Vrishya|Sandhanakaraka,OBSERVED:AMIDHA_CC_BY_4_0
A0179,Jayapala,/p/jayapala.html,Croton tiglium is the most potent purgative in Ayurveda and must be used only after purification and in minute doses.,Kapha|Vata,Pitta,False,Katu,Guru|Tikshna,Ushna,Katu,Virechana,OBSERVED:AMIDHA_CC_BY_4_0
A0180,Gunja,/p/gunja.html,Abrus precatorius seeds are toxic but used after purification for skin diseases and as a nervine tonic.,Vata|Kapha,Pitta,False,Tikta|Kashaya,Laghu|Ruksha,Ushna,Katu,Keshya|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0181,Karavira,/p/karavira.html,Oleander is a toxic plant used externally after processing for skin diseases and wound healing.,Kapha|Vata,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Kushtaghna|Vranashodhak,OBSERVED:AMIDHA_CC_BY_4_0
A0182,Kadamba,/p/kadamba.html,"Neolamarckia cadamba is a cooling herb used to pacify Pitta, manage fever, and treat ulcers.",Pitta|Kapha,Vata,False,Tikta|Kashaya,Ruksha,Sheeta,Katu,Jwaraghna|Vranaropana,OBSERVED:AMIDHA_CC_BY_4_0
A0183,Badara,/p/badara.html,"Jujube fruit (Ber) is nourishing and acts as a mild laxative, while its leaves are used for wound healing.",Vata|Pitta,Kapha,False,Madhura|Amla,Guru|Snigdha,Sheeta,Madhura,Balya|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0184,Kapittha,/p/kapittha.html,Wood Apple is used to treat chronic diarrhea and dysentery; the unripe fruit is a powerful astringent.,Vata|Kapha,Pitta,False,Kashaya|Amla,Laghu|Ruksha,Sheeta,Katu,Grahi|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0185,Kharjura,/p/kharjura.html,"Dates are highly nourishing, strength-promoting, and act as a natural aphrodisiac and tonic.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Balya|Vrishya|Brimhaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0186,Langali,/p/langali.html,"Gloriosa superba is a potent herb used for inducing labor and in treating skin diseases, but is toxic if not used correctly.",Kapha|Vata,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Kushtaghna|Garbhashaya Sankochaka,OBSERVED:AMIDHA_CC_BY_4_0
A0187,Javitri,/p/javitri.html,"Mace is the outer covering of nutmeg, used as an aromatic stimulant to improve appetite and digestion.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu,Ushna,Katu,Deepana|Varnya,OBSERVED:AMIDHA_CC_BY_4_0
A0188,Kankola,/p/kankola.html,"Cubeb pepper is a diuretic and antiseptic, useful in urinary tract infections and respiratory congestion.",Kapha|Vata,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Mutrala|Deepana|Hridaya,OBSERVED:AMIDHA_CC_BY_4_0
A0189,Mudga,/p/mudga.html,"Green Gram (Mung Bean) is considered the best among pulses. It is light, easy to digest, and balancing for all doshas.",Pitta|Kapha,Vata,False,Madhura|Kashaya,Laghu|Ruksha,Sheeta,Madhura,Grahi|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0190,Masura,/p/masura.html,"Lentil is astringent and light, useful in managing diarrhea and bleeding disorders.",Pitta|Kapha,Vata,False,Madhura|Kashaya,Laghu|Ruksha,Sheeta,Madhura,Grahi|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0191,Ishwari,/p/ishwari.html,"Aristolochia indica is a potent anti-venom and anti-inflammatory herb, used for snake bites and fevers.",Kapha|Vata,Pitta,False,Tikta|Katu,Laghu|Tikshna,Ushna,Katu,Vishaghna|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0192,Bruhati,/p/bruhati.html,"Solanum indicum, part of Dashamoola, is effective in respiratory conditions and as a cardiotonic.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Ruksha,Ushna,Katu,Hridaya|Shwasahara|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0193,Priyangu,/p/priyangu.html,"Callicarpa macrophylla is a cooling herb used for skin diseases, bleeding disorders, and headache.",Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu|Ruksha,Sheeta,Katu,Dahashamana|Varnya,OBSERVED:AMIDHA_CC_BY_4_0
A0194,Souvarchala Lavana,/p/souvarchala-lavana.html,"Black salt, known as Kala Namak, aids digestion, relieves gas, and stimulates appetite.",Vata,Pitta,False,Lavana,Laghu|Tikshna,Ushna,Katu,Deepana|Pachana|Hridaya,OBSERVED:AMIDHA_CC_BY_4_0
A0195,Saindhava Lavana,/p/saindhava-lavana.html,Rock salt is considered the best among all salts. It is cooling and aids digestion without aggravating Pitta.,tridosha,,True,Lavana,Laghu|Snigdha,Sheeta,Madhura,Chakshushya|Hridaya|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0196,Dhattura,/p/dhattura.html,"A toxic plant (Jimsonweed) used in purified form for asthma, pain, and skin diseases.",Kapha|Vata,Pitta,False,Tikta|Katu,Laghu|Ruksha,Ushna,Katu,Kasahara|Shwasahara|Vedanasthapana,OBSERVED:AMIDHA_CC_BY_4_0
A0197,Ativisha,/p/ativisha.html,"Aconitum heterophyllum is a key herb for fever, diarrhea, and cough, especially in children.",Pitta|Kapha,Vata,False,Tikta|Katu,Laghu|Ruksha,Ushna,Katu,Deepana|Pachana|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0198,Vamsha,/p/vamsha.html,"Bamboo manna (Vanshlochan) is used as a tonic for the respiratory system, especially in cough and cold.",Pitta|Kapha,Vata,False,Madhura|Kashaya,Laghu|Ruksha,Sheeta,Madhura,Balya|Vrishya|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0199,Tila Taila,/p/tila-taila.html,"Sesame oil is the premier oil in Ayurveda for pacifying Vata, strengthening bones, and nourishing the skin.",Vata,Pitta|Kapha,False,Madhura,Guru|Snigdha,Ushna,Madhura,Balya|Vatahara|Keshya,OBSERVED:AMIDHA_CC_BY_4_0
