hexagram_id,raga_id,resonance_reason,time_of_day_match,rasa_match,element_match,notes,attestation_status
hexagram_16,raga_bairagi,time-season alignment morning/spring + direct season match spring,morning,,,enthusiasm expressed through bairagi,inferred_coherent
hexagram_16,raga_ahir_bhairav,time-season alignment morning/spring + direct season match spring,morning,,,enthusiasm expressed through ahir_bhairav,inferred_coherent
hexagram_16,raga_sarang,shared element fire,,,fire,enthusiasm expressed through sarang,inferred_coherent
hexagram_17,raga_bhairava,shared element fire + time-season alignment morning/spring + direct season match spring,morning,,fire,following expressed through bhairava,inferred_coherent
hexagram_17,raga_bhairavi,shared element water + time-season alignment morning/spring,morning,,water,following expressed through bhairavi,inferred_coherent
hexagram_17,raga_todi,shared element water + time-season alignment morning/spring,morning,,water,following expressed through todi,inferred_coherent
hexagram_17,raga_yaman,shared rasa shringara,,shringara,,following expressed through yaman,inferred_coherent
hexagram_17,raga_bhimpalasi,shared rasa shringara,,shringara,,following expressed through bhimpalasi,inferred_coherent
hexagram_17,raga_marwa,shared element fire,,,fire,following expressed through marwa,inferred_coherent
hexagram_17,raga_bageshri,shared rasa shringara + shared element water,,shringara,water,following expressed through bageshri,inferred_coherent
hexagram_17,raga_lalit,shared rasa shringara + time-season alignment dawn/spring + direct season match spring,dawn,shringara,,following expressed through lalit,inferred_coherent
hexagram_17,raga_miyan_ki_malhar,shared element water,,,water,following expressed through miyan_ki_malhar,inferred_coherent
hexagram_17,raga_kedar,shared rasa shringara,,shringara,,following expressed through kedar,inferred_coherent
hexagram_17,raga_bihag,shared rasa shringara,,shringara,,following expressed through bihag,inferred_coherent
hexagram_17,raga_des,shared rasa shringara + shared element water,,shringara,water,following expressed through des,inferred_coherent
hexagram_17,raga_khamaj,shared rasa shringara + shared element water,,shringara,water,following expressed through khamaj,inferred_coherent
hexagram_17,raga_jaunpuri,shared element water + time-season alignment morning/spring,morning,,water,following expressed through jaunpuri,inferred_coherent
hexagram_17,raga_durga,shared element fire,,,fire,following expressed through durga,inferred_coherent
hexagram_17,raga_hindol,shared rasa shringara + time-season alignment morning/spring + direct season match spring,morning,shringara,,following expressed through hindol,inferred_coherent
hexagram_17,raga_shree,shared rasa shringara + shared element fire,,shringara,fire,following expressed through shree,inferred_coherent
hexagram_17,raga_bairagi,time-season alignment morning/spring + direct season match spring,morning,,,following expressed through bairagi,inferred_coherent
hexagram_17,raga_ahir_bhairav,shared rasa shringara + shared element water + time-season alignment morning/spring + direct season match spring,morning,shringara,water,following expressed through ahir_bhairav,inferred_coherent
hexagram_17,raga_tilak_kamod,shared rasa shringara,,shringara,,following expressed through tilak_kamod,inferred_coherent
hexagram_17,raga_rageshri,shared rasa shringara,,shringara,,following expressed through rageshri,inferred_coherent
hexagram_17,raga_charukeshi,shared element water,,,water,following expressed through charukeshi,inferred_coherent
hexagram_17,raga_kirwani,shared element water,,,water,following expressed through kirwani,inferred_coherent
hexagram_17,raga_chandrakauns,shared element water,,,water,following expressed through chandrakauns,inferred_coherent
hexagram_17,raga_sarang,shared element fire,,,fire,following expressed through sarang,inferred_coherent
hexagram_18,raga_bhairavi,shared rasa karuna,,karuna,,work on the decayed expressed through bhairavi,inferred_coherent
hexagram_18,raga_todi,shared rasa karuna + direct season match late_spring,,karuna,,work on the decayed expressed through todi,inferred_coherent
hexagram_18,raga_bhimpalasi,shared element air,,,air,work on the decayed expressed through bhimpalasi,inferred_coherent
hexagram_18,raga_darbari,shared rasa karuna + shared element earth,,karuna,earth,work on the decayed expressed through darbari,inferred_coherent
hexagram_18,raga_malkauns,shared element earth,,,earth,work on the decayed expressed through malkauns,inferred_coherent
hexagram_18,raga_puriya,shared rasa karuna,,karuna,,work on the decayed expressed through puriya,inferred_coherent
hexagram_18,raga_kedar,shared element earth,,,earth,work on the decayed expressed through kedar,inferred_coherent
hexagram_18,raga_bihag,shared element air,,,air,work on the decayed expressed through bihag,inferred_coherent
hexagram_18,raga_jaunpuri,shared rasa karuna,,karuna,,work on the decayed expressed through jaunpuri,inferred_coherent
hexagram_18,raga_multani,shared rasa karuna + shared element air,,karuna,air,work on the decayed expressed through multani,inferred_coherent
hexagram_18,raga_bairagi,shared rasa karuna,,karuna,,work on the decayed expressed through bairagi,inferred_coherent
hexagram_18,raga_tilak_kamod,shared element air,,,air,work on the decayed expressed through tilak_kamod,inferred_coherent
hexagram_18,raga_rageshri,shared element air,,,air,work on the decayed expressed through rageshri,inferred_coherent
hexagram_18,raga_charukeshi,shared rasa karuna,,karuna,,work on the decayed expressed through charukeshi,inferred_coherent
hexagram_18,raga_kirwani,shared rasa karuna,,karuna,,work on the decayed expressed through kirwani,inferred_coherent
hexagram_19,raga_bhairavi,shared element water,,,water,approach expressed through bhairavi,inferred_coherent
hexagram_19,raga_todi,shared element water,,,water,approach expressed through todi,inferred_coherent
hexagram_19,raga_yaman,shared rasa shringara + time-season alignment evening/autumn + direct season match autumn,evening,shringara,,approach expressed through yaman,inferred_coherent
hexagram_19,raga_bhimpalasi,shared rasa shringara,,shringara,,approach expressed through bhimpalasi,inferred_coherent
hexagram_19,raga_marwa,time-season alignment evening/autumn + direct season match autumn,evening,,,approach expressed through marwa,inferred_coherent
hexagram_19,raga_darbari,shared element earth + time-season alignment night/autumn,night,,earth,approach expressed through darbari,inferred_coherent
hexagram_19,raga_malkauns,shared element earth + time-season alignment night/autumn,night,,earth,approach expressed through malkauns,inferred_coherent
hexagram_19,raga_bageshri,shared rasa shringara + shared element water + time-season alignment night/autumn + direct season match autumn,night,shringara,water,approach expressed through bageshri,inferred_coherent
hexagram_19,raga_puriya,time-season alignment evening/autumn + direct season match autumn,evening,,,approach expressed through puriya,inferred_coherent
hexagram_19,raga_lalit,shared rasa shringara,,shringara,,approach expressed through lalit,inferred_coherent
hexagram_19,raga_miyan_ki_malhar,shared element water,,,water,approach expressed through miyan_ki_malhar,inferred_coherent
hexagram_19,raga_kedar,shared rasa shringara + shared element earth + time-season alignment night/autumn + direct season match autumn,night,shringara,earth,approach expressed through kedar,inferred_coherent
hexagram_19,raga_bihag,shared rasa shringara + time-season alignment night/autumn + direct season match autumn,night,shringara,,approach expressed through bihag,inferred_coherent
hexagram_19,raga_des,shared rasa shringara + shared element water + time-season alignment night/autumn,night,shringara,water,approach expressed through des,inferred_coherent
hexagram_19,raga_khamaj,shared rasa shringara + shared element water + time-season alignment night/autumn,night,shringara,water,approach expressed through khamaj,inferred_coherent
hexagram_19,raga_jaunpuri,shared element water,,,water,approach expressed through jaunpuri,inferred_coherent
hexagram_19,raga_durga,time-season alignment night/autumn + direct season match autumn,night,,,approach expressed through durga,inferred_coherent
hexagram_19,raga_hindol,shared rasa shringara,,shringara,,approach expressed through hindol,inferred_coherent
hexagram_19,raga_shree,shared rasa shringara + time-season alignment evening/autumn + direct season match autumn,evening,shringara,,approach expressed through shree,inferred_coherent
hexagram_19,raga_purvi,time-season alignment evening/autumn + direct season match autumn,evening,,,approach expressed through purvi,inferred_coherent
hexagram_19,raga_ahir_bhairav,shared rasa shringara + shared element water,,shringara,water,approach expressed through ahir_bhairav,inferred_coherent
hexagram_19,raga_tilak_kamod,shared rasa shringara + time-season alignment night/autumn + direct season match autumn,night,shringara,,approach expressed through tilak_kamod,inferred_coherent
hexagram_19,raga_rageshri,shared rasa shringara + time-season alignment night/autumn + direct season match autumn,night,shringara,,approach expressed through rageshri,inferred_coherent
hexagram_19,raga_hansadhwani,time-season alignment evening/autumn + direct season match autumn,evening,,,approach expressed through hansadhwani,inferred_coherent
hexagram_19,raga_charukeshi,shared element water + time-season alignment night/autumn,night,,water,approach expressed through charukeshi,inferred_coherent
hexagram_19,raga_kirwani,shared element water + time-season alignment night/autumn,night,,water,approach expressed through kirwani,inferred_coherent
hexagram_19,raga_chandrakauns,shared element water + time-season alignment night/autumn,night,,water,approach expressed through chandrakauns,inferred_coherent
hexagram_20,raga_bhimpalasi,shared element air + time-season alignment afternoon/late_summer,afternoon,,air,contemplation expressed through bhimpalasi,inferred_coherent
hexagram_20,raga_darbari,shared element earth,,,earth,contemplation expressed through darbari,inferred_coherent
hexagram_20,raga_malkauns,shared rasa shanta + shared element earth,,shanta,earth,contemplation expressed through malkauns,inferred_coherent
hexagram_20,raga_kedar,shared element earth,,,earth,contemplation expressed through kedar,inferred_coherent
hexagram_20,raga_bihag,shared element air,,,air,contemplation expressed through bihag,inferred_coherent
hexagram_20,raga_purvi,shared rasa shanta,,shanta,,contemplation expressed through purvi,inferred_coherent
hexagram_20,raga_multani,shared element air + time-season alignment afternoon/late_summer,afternoon,,air,contemplation expressed through multani,inferred_coherent
hexagram_20,raga_tilak_kamod,shared element air,,,air,contemplation expressed through tilak_kamod,inferred_coherent
hexagram_20,raga_rageshri,shared element air,,,air,contemplation expressed through rageshri,inferred_coherent
hexagram_20,raga_chandrakauns,shared rasa shanta,,shanta,,contemplation expressed through chandrakauns,inferred_coherent
hexagram_21,raga_bhairava,shared element fire + time-season alignment morning/spring + direct season match spring,morning,,fire,biting through expressed through bhairava,inferred_coherent
hexagram_21,raga_marwa,shared element fire,,,fire,biting through expressed through marwa,inferred_coherent
hexagram_21,raga_lalit,time-season alignment dawn/spring + direct season match spring,dawn,,,biting through expressed through lalit,inferred_coherent
hexagram_21,raga_durga,shared element fire,,,fire,biting through expressed through durga,inferred_coherent
hexagram_21,raga_hindol,time-season alignment morning/spring + direct season match spring,morning,,,biting through expressed through hindol,inferred_coherent
hexagram_21,raga_shree,shared element fire,,,fire,biting through expressed through shree,inferred_coherent
hexagram_21,raga_bairagi,time-season alignment morning/spring + direct season match spring,morning,,,biting through expressed through bairagi,inferred_coherent
hexagram_21,raga_ahir_bhairav,time-season alignment morning/spring + direct season match spring,morning,,,biting through expressed through ahir_bhairav,inferred_coherent
hexagram_21,raga_sarang,shared element fire,,,fire,biting through expressed through sarang,inferred_coherent
hexagram_22,raga_bhairava,shared element fire,,,fire,grace expressed through bhairava,inferred_coherent
hexagram_22,raga_yaman,shared rasa shringara,,shringara,,grace expressed through yaman,inferred_coherent
hexagram_22,raga_bhimpalasi,shared rasa shringara + time-season alignment afternoon/summer + direct season match summer,afternoon,shringara,,grace expressed through bhimpalasi,inferred_coherent
hexagram_22,raga_marwa,shared element fire,,,fire,grace expressed through marwa,inferred_coherent
hexagram_22,raga_darbari,shared element earth,,,earth,grace expressed through darbari,inferred_coherent
hexagram_22,raga_malkauns,shared element earth,,,earth,grace expressed through malkauns,inferred_coherent
hexagram_22,raga_bageshri,shared rasa shringara,,shringara,,grace expressed through bageshri,inferred_coherent
hexagram_22,raga_lalit,shared rasa shringara,,shringara,,grace expressed through lalit,inferred_coherent
hexagram_22,raga_miyan_ki_malhar,time-season alignment monsoon/summer + direct season match summer,monsoon,,,grace expressed through miyan_ki_malhar,inferred_coherent
hexagram_22,raga_kedar,shared rasa shringara + shared element earth,,shringara,earth,grace expressed through kedar,inferred_coherent
hexagram_22,raga_bihag,shared rasa shringara,,shringara,,grace expressed through bihag,inferred_coherent
hexagram_22,raga_des,shared rasa shringara,,shringara,,grace expressed through des,inferred_coherent
hexagram_22,raga_khamaj,shared rasa shringara + direct season match summer,,shringara,,grace expressed through khamaj,inferred_coherent
hexagram_22,raga_durga,shared element fire,,,fire,grace expressed through durga,inferred_coherent
hexagram_22,raga_hindol,shared rasa shringara,,shringara,,grace expressed through hindol,inferred_coherent
hexagram_22,raga_shree,shared rasa shringara + shared element fire,,shringara,fire,grace expressed through shree,inferred_coherent
hexagram_22,raga_multani,time-season alignment afternoon/summer + direct season match summer,afternoon,,,grace expressed through multani,inferred_coherent
hexagram_22,raga_ahir_bhairav,shared rasa shringara,,shringara,,grace expressed through ahir_bhairav,inferred_coherent
hexagram_22,raga_tilak_kamod,shared rasa shringara,,shringara,,grace expressed through tilak_kamod,inferred_coherent
hexagram_22,raga_rageshri,shared rasa shringara,,shringara,,grace expressed through rageshri,inferred_coherent
hexagram_22,raga_sarang,shared element fire + time-season alignment midday/summer + direct season match summer,midday,,fire,grace expressed through sarang,inferred_coherent
hexagram_23,raga_darbari,shared element earth,,,earth,splitting apart expressed through darbari,inferred_coherent
hexagram_23,raga_malkauns,shared element earth,,,earth,splitting apart expressed through malkauns,inferred_coherent
hexagram_23,raga_kedar,shared element earth,,,earth,splitting apart expressed through kedar,inferred_coherent
hexagram_24,raga_bhairava,shared element fire + time-season alignment morning/spring + direct season match spring,morning,,fire,return expressed through bhairava,inferred_coherent
hexagram_24,raga_marwa,shared element fire,,,fire,return expressed through marwa,inferred_coherent
hexagram_24,raga_darbari,shared element earth,,,earth,return expressed through darbari,inferred_coherent
hexagram_24,raga_malkauns,shared element earth,,,earth,return expressed through malkauns,inferred_coherent
hexagram_24,raga_lalit,time-season alignment dawn/spring + direct season match spring,dawn,,,return expressed through lalit,inferred_coherent
hexagram_24,raga_kedar,shared element earth,,,earth,return expressed through kedar,inferred_coherent
hexagram_24,raga_durga,shared element fire,,,fire,return expressed through durga,inferred_coherent
hexagram_24,raga_hindol,time-season alignment morning/spring + direct season match spring,morning,,,return expressed through hindol,inferred_coherent
hexagram_24,raga_shree,shared element fire,,,fire,return expressed through shree,inferred_coherent
hexagram_24,raga_bairagi,time-season alignment morning/spring + direct season match spring,morning,,,return expressed through bairagi,inferred_coherent
hexagram_24,raga_ahir_bhairav,time-season alignment morning/spring + direct season match spring,morning,,,return expressed through ahir_bhairav,inferred_coherent
hexagram_24,raga_hansadhwani,shared rasa adbhuta,,adbhuta,,return expressed through hansadhwani,inferred_coherent
hexagram_24,raga_shankara,shared rasa adbhuta,,adbhuta,,return expressed through shankara,inferred_coherent
hexagram_24,raga_sarang,shared element fire,,,fire,return expressed through sarang,inferred_coherent
hexagram_25,raga_bhairava,shared element fire + time-season alignment morning/spring + direct season match spring,morning,,fire,innocence expressed through bhairava,inferred_coherent
hexagram_25,raga_yaman,shared element ether,,,ether,innocence expressed through yaman,inferred_coherent
hexagram_25,raga_marwa,shared element fire,,,fire,innocence expressed through marwa,inferred_coherent
hexagram_25,raga_puriya,shared element ether,,,ether,innocence expressed through puriya,inferred_coherent
hexagram_25,raga_lalit,shared element ether + time-season alignment dawn/spring + direct season match spring,dawn,,ether,innocence expressed through lalit,inferred_coherent
hexagram_25,raga_durga,shared element fire,,,fire,innocence expressed through durga,inferred_coherent
hexagram_25,raga_hindol,shared element ether + time-season alignment morning/spring + direct season match spring,morning,,ether,innocence expressed through hindol,inferred_coherent
hexagram_25,raga_shree,shared element fire,,,fire,innocence expressed through shree,inferred_coherent
hexagram_25,raga_purvi,shared element ether,,,ether,innocence expressed through purvi,inferred_coherent
hexagram_25,raga_bairagi,shared element ether + time-season alignment morning/spring + direct season match spring,morning,,ether,innocence expressed through bairagi,inferred_coherent
hexagram_25,raga_ahir_bhairav,time-season alignment morning/spring + direct season match spring,morning,,,innocence expressed through ahir_bhairav,inferred_coherent
hexagram_25,raga_hansadhwani,shared rasa adbhuta + shared element ether,,adbhuta,ether,innocence expressed through hansadhwani,inferred_coherent
hexagram_25,raga_shankara,shared rasa adbhuta + shared element ether,,adbhuta,ether,innocence expressed through shankara,inferred_coherent
hexagram_25,raga_sarang,shared element fire,,,fire,innocence expressed through sarang,inferred_coherent
hexagram_26,raga_bhairava,shared rasa vira,,vira,,taming power of the great expressed through bhairava,inferred_coherent
hexagram_26,raga_yaman,shared element ether + time-season alignment evening/late_autumn,evening,,ether,taming power of the great expressed through yaman,inferred_coherent
hexagram_26,raga_marwa,shared rasa vira + time-season alignment evening/late_autumn,evening,vira,,taming power of the great expressed through marwa,inferred_coherent
hexagram_26,raga_darbari,shared element earth + time-season alignment night/late_autumn,night,,earth,taming power of the great expressed through darbari,inferred_coherent
hexagram_26,raga_malkauns,shared element earth + time-season alignment night/late_autumn,night,,earth,taming power of the great expressed through malkauns,inferred_coherent
hexagram_26,raga_puriya,shared element ether + time-season alignment evening/late_autumn,evening,,ether,taming power of the great expressed through puriya,inferred_coherent
hexagram_26,raga_lalit,shared element ether,,,ether,taming power of the great expressed through lalit,inferred_coherent
hexagram_26,raga_miyan_ki_malhar,shared rasa vira,,vira,,taming power of the great expressed through miyan_ki_malhar,inferred_coherent
hexagram_26,raga_kedar,shared element earth + time-season alignment night/late_autumn,night,,earth,taming power of the great expressed through kedar,inferred_coherent
hexagram_26,raga_durga,shared rasa vira + time-season alignment night/late_autumn,night,vira,,taming power of the great expressed through durga,inferred_coherent
hexagram_26,raga_hindol,shared element ether,,,ether,taming power of the great expressed through hindol,inferred_coherent
hexagram_26,raga_purvi,shared element ether + time-season alignment evening/late_autumn,evening,,ether,taming power of the great expressed through purvi,inferred_coherent
hexagram_26,raga_bairagi,shared element ether,,,ether,taming power of the great expressed through bairagi,inferred_coherent
hexagram_26,raga_hansadhwani,shared element ether + time-season alignment evening/late_autumn,evening,,ether,taming power of the great expressed through hansadhwani,inferred_coherent
hexagram_26,raga_shankara,shared element ether + time-season alignment night/late_autumn,night,,ether,taming power of the great expressed through shankara,inferred_coherent
hexagram_26,raga_sarang,shared rasa vira,,vira,,taming power of the great expressed through sarang,inferred_coherent
hexagram_27,raga_bhairava,shared element fire + time-season alignment morning/spring + direct season match spring,morning,,fire,nourishment expressed through bhairava,inferred_coherent
hexagram_27,raga_yaman,shared rasa shringara,,shringara,,nourishment expressed through yaman,inferred_coherent
hexagram_27,raga_bhimpalasi,shared rasa shringara,,shringara,,nourishment expressed through bhimpalasi,inferred_coherent
hexagram_27,raga_marwa,shared element fire,,,fire,nourishment expressed through marwa,inferred_coherent
hexagram_27,raga_darbari,shared element earth,,,earth,nourishment expressed through darbari,inferred_coherent
hexagram_27,raga_malkauns,shared element earth,,,earth,nourishment expressed through malkauns,inferred_coherent
hexagram_27,raga_bageshri,shared rasa shringara,,shringara,,nourishment expressed through bageshri,inferred_coherent
hexagram_27,raga_lalit,shared rasa shringara + time-season alignment dawn/spring + direct season match spring,dawn,shringara,,nourishment expressed through lalit,inferred_coherent
hexagram_27,raga_kedar,shared rasa shringara + shared element earth,,shringara,earth,nourishment expressed through kedar,inferred_coherent
hexagram_27,raga_bihag,shared rasa shringara,,shringara,,nourishment expressed through bihag,inferred_coherent
hexagram_27,raga_des,shared rasa shringara,,shringara,,nourishment expressed through des,inferred_coherent
hexagram_27,raga_khamaj,shared rasa shringara,,shringara,,nourishment expressed through khamaj,inferred_coherent
hexagram_27,raga_durga,shared element fire,,,fire,nourishment expressed through durga,inferred_coherent
hexagram_27,raga_hindol,shared rasa shringara + time-season alignment morning/spring + direct season match spring,morning,shringara,,nourishment expressed through hindol,inferred_coherent
hexagram_27,raga_shree,shared rasa shringara + shared element fire,,shringara,fire,nourishment expressed through shree,inferred_coherent
hexagram_27,raga_bairagi,time-season alignment morning/spring + direct season match spring,morning,,,nourishment expressed through bairagi,inferred_coherent
hexagram_27,raga_ahir_bhairav,shared rasa shringara + time-season alignment morning/spring + direct season match spring,morning,shringara,,nourishment expressed through ahir_bhairav,inferred_coherent
hexagram_27,raga_tilak_kamod,shared rasa shringara,,shringara,,nourishment expressed through tilak_kamod,inferred_coherent
hexagram_27,raga_rageshri,shared rasa shringara,,shringara,,nourishment expressed through rageshri,inferred_coherent
hexagram_27,raga_sarang,shared element fire,,,fire,nourishment expressed through sarang,inferred_coherent
hexagram_28,raga_bhairavi,shared element water,,,water,great preponderance expressed through bhairavi,inferred_coherent
hexagram_28,raga_todi,shared element water,,,water,great preponderance expressed through todi,inferred_coherent
hexagram_28,raga_yaman,time-season alignment evening/autumn + direct season match autumn,evening,,,great preponderance expressed through yaman,inferred_coherent
hexagram_28,raga_bhimpalasi,shared element air,,,air,great preponderance expressed through bhimpalasi,inferred_coherent
hexagram_28,raga_marwa,time-season alignment evening/autumn + direct season match autumn,evening,,,great preponderance expressed through marwa,inferred_coherent
hexagram_28,raga_bageshri,shared element water + time-season alignment night/autumn + direct season match autumn,night,,water,great preponderance expressed through bageshri,inferred_coherent
hexagram_28,raga_puriya,time-season alignment evening/autumn + direct season match autumn,evening,,,great preponderance expressed through puriya,inferred_coherent
hexagram_28,raga_miyan_ki_malhar,shared element water,,,water,great preponderance expressed through miyan_ki_malhar,inferred_coherent
hexagram_28,raga_kedar,time-season alignment night/autumn + direct season match autumn,night,,,great preponderance expressed through kedar,inferred_coherent
hexagram_28,raga_bihag,shared element air + time-season alignment night/autumn + direct season match autumn,night,,air,great preponderance expressed through bihag,inferred_coherent
hexagram_28,raga_des,shared element water + time-season alignment night/autumn,night,,water,great preponderance expressed through des,inferred_coherent
hexagram_28,raga_khamaj,shared element water + time-season alignment night/autumn,night,,water,great preponderance expressed through khamaj,inferred_coherent
hexagram_28,raga_jaunpuri,shared element water,,,water,great preponderance expressed through jaunpuri,inferred_coherent
hexagram_28,raga_durga,time-season alignment night/autumn + direct season match autumn,night,,,great preponderance expressed through durga,inferred_coherent
hexagram_28,raga_shree,time-season alignment evening/autumn + direct season match autumn,evening,,,great preponderance expressed through shree,inferred_coherent
hexagram_28,raga_purvi,time-season alignment evening/autumn + direct season match autumn,evening,,,great preponderance expressed through purvi,inferred_coherent
hexagram_28,raga_multani,shared element air,,,air,great preponderance expressed through multani,inferred_coherent
hexagram_28,raga_ahir_bhairav,shared element water,,,water,great preponderance expressed through ahir_bhairav,inferred_coherent
hexagram_28,raga_tilak_kamod,shared element air + time-season alignment night/autumn + direct season match autumn,night,,air,great preponderance expressed through tilak_kamod,inferred_coherent
hexagram_28,raga_rageshri,shared element air + time-season alignment night/autumn + direct season match autumn,night,,air,great preponderance expressed through rageshri,inferred_coherent
hexagram_28,raga_hansadhwani,time-season alignment evening/autumn + direct season match autumn,evening,,,great preponderance expressed through hansadhwani,inferred_coherent
hexagram_28,raga_charukeshi,shared element water + time-season alignment night/autumn,night,,water,great preponderance expressed through charukeshi,inferred_coherent
hexagram_28,raga_kirwani,shared element water + time-season alignment night/autumn,night,,water,great preponderance expressed through kirwani,inferred_coherent
hexagram_28,raga_chandrakauns,shared element water + time-season alignment night/autumn,night,,water,great preponderance expressed through chandrakauns,inferred_coherent
hexagram_29,raga_bhairavi,shared element water + direct season match winter,,,water,the abysmal expressed through bhairavi,inferred_coherent
hexagram_29,raga_todi,shared element water,,,water,the abysmal expressed through todi,inferred_coherent
hexagram_29,raga_darbari,time-season alignment night/winter + direct season match winter,night,,,the abysmal expressed through darbari,inferred_coherent
hexagram_29,raga_malkauns,time-season alignment night/winter + direct season match winter,night,,,the abysmal expressed through malkauns,inferred_coherent
hexagram_29,raga_bageshri,shared element water + time-season alignment night/winter,night,,water,the abysmal expressed through bageshri,inferred_coherent
hexagram_29,raga_miyan_ki_malhar,shared element water,,,water,the abysmal expressed through miyan_ki_malhar,inferred_coherent
hexagram_29,raga_des,shared element water + time-season alignment night/winter,night,,water,the abysmal expressed through des,inferred_coherent
hexagram_29,raga_khamaj,shared element water + time-season alignment night/winter,night,,water,the abysmal expressed through khamaj,inferred_coherent
hexagram_29,raga_jaunpuri,shared element water + direct season match winter,,,water,the abysmal expressed through jaunpuri,inferred_coherent
hexagram_29,raga_ahir_bhairav,shared element water,,,water,the abysmal expressed through ahir_bhairav,inferred_coherent
hexagram_29,raga_charukeshi,shared element water + time-season alignment night/winter + direct season match winter,night,,water,the abysmal expressed through charukeshi,inferred_coherent
hexagram_29,raga_kirwani,shared element water + time-season alignment night/winter + direct season match winter,night,,water,the abysmal expressed through kirwani,inferred_coherent
hexagram_29,raga_chandrakauns,shared element water + time-season alignment night/winter + direct season match winter,night,,water,the abysmal expressed through chandrakauns,inferred_coherent
hexagram_29,raga_shankara,time-season alignment night/winter + direct season match winter,night,,,the abysmal expressed through shankara,inferred_coherent
hexagram_30,raga_bhairava,shared element fire,,,fire,the clinging expressed through bhairava,inferred_coherent
hexagram_30,raga_bhimpalasi,time-season alignment afternoon/summer + direct season match summer,afternoon,,,the clinging expressed through bhimpalasi,inferred_coherent
hexagram_30,raga_marwa,shared element fire,,,fire,the clinging expressed through marwa,inferred_coherent
hexagram_30,raga_miyan_ki_malhar,time-season alignment monsoon/summer + direct season match summer,monsoon,,,the clinging expressed through miyan_ki_malhar,inferred_coherent
hexagram_30,raga_durga,shared element fire,,,fire,the clinging expressed through durga,inferred_coherent
hexagram_30,raga_shree,shared element fire,,,fire,the clinging expressed through shree,inferred_coherent
hexagram_30,raga_multani,time-season alignment afternoon/summer + direct season match summer,afternoon,,,the clinging expressed through multani,inferred_coherent
hexagram_30,raga_hansadhwani,shared rasa adbhuta,,adbhuta,,the clinging expressed through hansadhwani,inferred_coherent
hexagram_30,raga_shankara,shared rasa adbhuta,,adbhuta,,the clinging expressed through shankara,inferred_coherent
hexagram_30,raga_sarang,shared element fire + time-season alignment midday/summer + direct season match summer,midday,,fire,the clinging expressed through sarang,inferred_coherent
hexagram_31,raga_bhairavi,shared element water + time-season alignment morning/early_spring,morning,,water,influence expressed through bhairavi,inferred_coherent
hexagram_31,raga_todi,shared element water + time-season alignment morning/early_spring,morning,,water,influence expressed through todi,inferred_coherent
hexagram_31,raga_yaman,shared rasa shringara,,shringara,,influence expressed through yaman,inferred_coherent
hexagram_31,raga_bhimpalasi,shared rasa shringara,,shringara,,influence expressed through bhimpalasi,inferred_coherent
hexagram_31,raga_darbari,shared element earth,,,earth,influence expressed through darbari,inferred_coherent
hexagram_31,raga_malkauns,shared element earth,,,earth,influence expressed through malkauns,inferred_coherent
hexagram_31,raga_bageshri,shared rasa shringara + shared element water,,shringara,water,influence expressed through bageshri,inferred_coherent
hexagram_31,raga_lalit,shared rasa shringara + time-season alignment dawn/early_spring,dawn,shringara,,influence expressed through lalit,inferred_coherent
hexagram_31,raga_miyan_ki_malhar,shared element water,,,water,influence expressed through miyan_ki_malhar,inferred_coherent
hexagram_31,raga_kedar,shared rasa shringara + shared element earth,,shringara,earth,influence expressed through kedar,inferred_coherent
hexagram_31,raga_bihag,shared rasa shringara,,shringara,,influence expressed through bihag,inferred_coherent
hexagram_31,raga_des,shared rasa shringara + shared element water,,shringara,water,influence expressed through des,inferred_coherent
hexagram_31,raga_khamaj,shared rasa shringara + shared element water,,shringara,water,influence expressed through khamaj,inferred_coherent
hexagram_31,raga_jaunpuri,shared element water + time-season alignment morning/early_spring,morning,,water,influence expressed through jaunpuri,inferred_coherent
hexagram_31,raga_hindol,shared rasa shringara + time-season alignment morning/early_spring,morning,shringara,,influence expressed through hindol,inferred_coherent
hexagram_31,raga_shree,shared rasa shringara,,shringara,,influence expressed through shree,inferred_coherent
hexagram_31,raga_ahir_bhairav,shared rasa shringara + shared element water + time-season alignment morning/early_spring,morning,shringara,water,influence expressed through ahir_bhairav,inferred_coherent
hexagram_31,raga_tilak_kamod,shared rasa shringara,,shringara,,influence expressed through tilak_kamod,inferred_coherent
hexagram_31,raga_rageshri,shared rasa shringara,,shringara,,influence expressed through rageshri,inferred_coherent
hexagram_31,raga_charukeshi,shared element water,,,water,influence expressed through charukeshi,inferred_coherent
hexagram_31,raga_kirwani,shared element water,,,water,influence expressed through kirwani,inferred_coherent
hexagram_31,raga_chandrakauns,shared element water,,,water,influence expressed through chandrakauns,inferred_coherent
hexagram_32,raga_bhairava,shared element fire,,,fire,duration expressed through bhairava,inferred_coherent
hexagram_32,raga_bhimpalasi,shared element air,,,air,duration expressed through bhimpalasi,inferred_coherent
hexagram_32,raga_marwa,shared element fire,,,fire,duration expressed through marwa,inferred_coherent
hexagram_32,raga_malkauns,shared rasa shanta,,shanta,,duration expressed through malkauns,inferred_coherent
hexagram_32,raga_bihag,shared element air,,,air,duration expressed through bihag,inferred_coherent
hexagram_32,raga_durga,shared element fire,,,fire,duration expressed through durga,inferred_coherent
hexagram_32,raga_shree,shared element fire,,,fire,duration expressed through shree,inferred_coherent
hexagram_32,raga_purvi,shared rasa shanta,,shanta,,duration expressed through purvi,inferred_coherent
